,event number,mission number,trajectory number,jump amplitude [m],jump time [s],jump depth [m],normalized jump amplitude [-],normalized jump time [-],normalized cross shore jump location [-],breaking iribarren_number [-],Offshore Hs [m],Offshore Tm [s],linear phase speed at jump depth [m/s],bulk jump speed [m/s],mean jump speed [m/s],median jump speed [m/s],max jump speed [m/s],nrmse
553,553,69,9,6.402437531,4.666648,1.431491571,0.081644172,0.495110114,0.721938842,0.162591463,1.5692074,9.425475,3.745479595,1.371956387,1.240344551,1.318010552,1.901287996,0.940814981
2611,2611,25,19,6.384405833,3.666652,1.557008774,0.112850442,0.513605607,0.527662746,0.117715552,2.1597586,7.139042,3.906236806,1.741208556,1.454877446,1.548251387,2.107245468,0.941675854
2999,2999,31,10,6.384351774,3.999984,0.97426743,0.104071609,0.524116739,1.035334154,0.172758481,1.0873302,7.631857,3.089954824,1.596094328,1.464947782,1.557076207,2.115090654,0.935035601
3211,3211,71,5,6.383699299,5.499978,1.020904911,0.081704955,0.585423846,0.682364739,0.163134115,1.5530667,9.394865,3.163047285,1.160677242,1.093728266,1.156566058,1.575754628,0.953352136
1264,1264,76,18,6.381142059,3.999984,1.598536853,0.094876164,0.484811874,0.389236233,0.12979822,2.1118326,8.25059,3.957987009,1.595291896,1.386851535,1.377906679,2.161081511,0.963609293
2499,2499,25,2,6.380895934,3.666652,0.748181894,0.112788401,0.513605607,0.471990702,0.117715552,2.1597586,7.139042,2.707800317,1.740251307,1.437287525,1.535554702,2.09552624,0.898041271
1445,1445,26,0,6.365883925,3.499986,1.290844402,0.110057857,0.481670572,0.573487433,0.124572287,1.9717437,7.266348,3.556722527,1.818831254,1.604181517,1.650850916,2.056187367,0.988154495
868,868,23,5,6.362933278,3.666652,1.610107986,0.105580624,0.487900593,0.471521164,0.114922357,2.4139028,7.515162,3.972286276,1.735352381,1.426309387,1.473693242,2.05668163,0.958947488
3356,3356,41,1,6.357402862,3.833318,1.972962224,0.144278549,0.651504454,0.929384026,0.132401518,1.3296818,5.883794,4.397161562,1.658459554,1.442187665,1.543013001,2.18761776,0.812478147
1796,1796,67,20,6.356864231,3.499986,1.78128399,0.087131791,0.395354632,0.757982443,0.160965563,1.4895532,8.852776,4.178107598,1.816254188,1.494335859,1.643046902,2.1095473,0.910989641
2343,2343,11,3,6.349989055,4.499982,0.510209616,0.132198199,0.717025617,0.826326879,0.146936094,1.1769178,6.2759013,2.236080105,1.411114323,1.356153995,1.379094001,1.862406255,0.959011191
1103,1103,13,0,6.344280849,3.666652,1.470598039,0.134135208,0.591175605,0.791983623,0.15032084,1.1072786,6.202306,3.796295666,1.730265334,1.560021831,1.597133871,2.091964834,0.956497676
2323,2323,32,5,6.342611912,4.333316,0.93510988,0.103391205,0.567793133,1.004493983,0.172758481,1.0873302,7.631857,3.027222625,1.463685527,1.366209561,1.396549547,1.784688099,0.920008347
1315,1315,66,7,6.33342113,4.16665,0.954190767,0.085475093,0.464315882,0.641921382,0.161581125,1.5013198,8.97374,3.05795185,1.520027151,1.391867344,1.427349047,1.587271916,0.99712144
1376,1376,43,1,6.328391417,5.333312,1.169126331,0.142731437,0.902291124,0.880389612,0.145954782,1.1010137,5.910855,3.384883757,1.186578137,1.169791271,1.23608807,1.858340486,0.784804492
1580,1580,26,24,6.327998563,3.833318,0.981464278,0.109402868,0.52754396,0.538556414,0.124572287,1.9717437,7.266348,3.101346469,1.650788837,1.399948157,1.520978385,2.052988939,0.931998793
453,453,8,7,6.324467178,3.999984,1.54458308,0.136561046,0.655059018,1.052511342,0.140337118,1.2439636,6.1062956,3.890618741,1.581123119,1.36602325,1.463321608,2.079445164,0.870603153
2557,2557,25,10,6.322184552,4.16665,0.818731871,0.111750622,0.583642735,0.475450429,0.117715552,2.1597586,7.139042,2.8325911,1.517330362,1.333148792,1.417767028,1.784688057,0.964654097
1453,1453,26,1,6.321755655,3.499986,1.412228276,0.109294936,0.481670572,0.577703634,0.124572287,1.9717437,7.266348,3.720193155,1.806223126,1.449863588,1.543214113,2.059123896,0.964931478
2240,2240,22,30,6.318177276,4.333316,1.051040611,0.104563232,0.57530946,0.42242601,0.112469191,2.5269773,7.532148,3.209392152,1.458046742,1.36980654,1.416908066,1.685994184,0.994631989
2274,2274,16,4,6.309710375,4.16665,0.881529155,0.10967935,0.575987647,1.061118534,0.165021215,1.1175338,7.2339225,2.939215153,1.514336547,1.42818021,1.354280979,2.30117628,0.863465038
778,778,72,12,6.304431748,2.166658,0.312978126,0.079132373,0.226669282,0.592776889,0.165174783,1.5447562,9.558675,1.75133824,2.909749369,2.226837954,2.2750779,3.107019292,0.986167911
2053,2053,22,3,6.296841542,3.666652,0.352908844,0.104210134,0.486800312,0.400639324,0.112469191,2.5269773,7.532148,1.859706071,1.71732729,1.516222131,1.511540887,1.893179725,0.989328332
1808,1808,36,0,6.296268921,4.333316,1.551278748,0.093501684,0.52467087,1.284054859,0.207574516,0.82674474,8.259113,3.899042412,1.452990948,1.343912405,1.450154231,2.076355286,0.776814906
2936,2936,15,0,6.296098248,6.333308,0.724571533,0.11140711,0.887898862,1.066771646,0.161871091,1.1409738,7.132916,2.664732824,0.994124753,0.917563729,1.006633535,1.250246924,0.926139511
338,338,79,1,6.288527166,4.99998,0.982647382,0.092402834,0.599904543,0.438129101,0.129385016,2.150559,8.334626,3.103215163,1.257710464,1.098523347,1.104479469,1.63251933,0.948086497
922,922,23,12,6.282647982,3.833318,1.137643838,0.104248444,0.510077893,0.444415695,0.114922357,2.4139028,7.515162,3.338998295,1.638958203,1.463168108,1.576613629,2.116776504,0.916058195
3540,3540,24,9,6.282094697,3.499986,0.962452578,0.114550649,0.502757023,0.432690724,0.115793557,2.163684,6.9615855,3.071161876,1.794891379,1.518444616,1.694868639,2.060959228,0.95708594
1487,1487,26,6,6.280895346,4.16665,1.477090685,0.108588515,0.573417348,0.586861919,0.124572287,1.9717437,7.266348,3.804666702,1.507420913,1.405498367,1.533530455,2.073504734,0.903579773
2356,2356,40,6,6.274218385,5.333312,1.203758845,0.095448057,0.659211531,1.520062375,0.239308338,0.6072011,8.090441,3.434652338,1.176420653,1.206235537,1.162168519,1.868532487,0.919864096
399,399,79,12,6.273921332,4.333316,1.639077574,0.092188218,0.51991727,0.515435914,0.129385016,2.150559,8.334626,4.007862301,1.447833791,1.351712098,1.39859322,1.964377435,0.958598197
1473,1473,26,4,6.273200686,1.66666,0.667025286,0.108455484,0.229366939,0.517214134,0.124572287,1.9717437,7.266348,2.556725993,3.763935468,3.443989603,3.570575306,4.53433406,0.997835614
606,606,69,19,6.269165863,5.333312,1.207706498,0.079944686,0.56584013,0.708890344,0.162591463,1.5692074,9.425475,3.440279594,1.175473301,1.148490478,1.189220882,1.70694473,0.942020686
2176,2176,22,20,6.267806256,2.833322,1.590338046,0.103729612,0.376163878,0.461632411,0.112469191,2.5269773,7.532148,3.947823812,2.212175763,1.814185477,1.883126946,2.177855287,0.993511899
331,331,79,0,6.265523472,2.999988,1.197270756,0.092064821,0.359942726,0.384910597,0.129385016,2.150559,8.334626,3.425383687,2.088516178,1.803648365,1.803127608,2.096382814,0.99880136
1432,1432,12,11,6.261282976,3.999984,1.08664543,0.132413881,0.645043018,0.935692535,0.147122322,1.1556554,6.201112,3.263299743,1.565327005,1.372839474,1.348456348,1.78074748,0.991328754
146,146,29,2,6.240764792,4.333316,1.19610844,0.099841059,0.558717573,0.862190811,0.174012361,1.0920037,7.7558255,3.423720595,1.440182251,1.429741573,1.438210929,1.880139102,0.959090745
1044,1044,17,14,6.22730557,5.333312,1.040587376,0.102883114,0.707030914,1.060105709,0.16800555,1.1343955,7.5432515,3.193392597,1.167624465,1.081564774,1.209232474,1.647764115,0.754002513
2013,2013,73,24,6.224670505,4.333316,0.879559535,0.078131221,0.453338564,0.720562927,0.165174783,1.5447562,9.558675,2.935929741,1.43646817,1.302429398,1.365524701,1.586203019,0.99586098
1449,1449,26,0,6.22378256,3.833318,0.628034652,0.107601109,0.52754396,0.519599667,0.124572287,1.9717437,7.266348,2.480874762,1.623601945,1.374181953,1.443392121,1.976424934,0.951335135
3346,3346,10,0,6.20828907,4.833314,0.906437754,0.129248197,0.770138625,0.869682365,0.146936094,1.1769178,6.2759013,2.980451307,1.284478739,1.287721556,1.291161112,1.558478654,0.987701727
2630,2630,25,22,6.206413362,3.833318,1.310427377,0.109704256,0.536951316,0.511006877,0.117715552,2.1597586,7.139042,3.583599907,1.619070832,1.283506349,1.324370958,1.877198548,0.95261093
1952,1952,73,10,6.20182375,4.833314,0.596609209,0.077844451,0.50564686,0.624128383,0.165174783,1.5447562,9.558675,2.418009562,1.283141081,1.206231181,1.223059321,1.471600357,0.990332038
3651,3651,24,25,6.181689002,3.166654,1.391222601,0.112719804,0.454875402,0.486669058,0.115793557,2.163684,6.9615855,3.692422171,1.952120125,1.720542991,1.811463282,2.02921454,0.994973781
2252,2252,22,31,6.18063587,4.16665,0.792566315,0.102286978,0.553182173,0.385282135,0.112469191,2.5269773,7.532148,2.78696069,1.483358542,1.284033508,1.21909361,1.699317167,0.979333545
2018,2018,73,25,6.179213365,3.666652,1.389091644,0.077560649,0.38359417,0.717734203,0.165174783,1.5447562,9.558675,3.689593217,1.68524675,1.499118277,1.569389101,1.922655907,0.994685382
3271,3271,71,21,6.174346047,3.999984,1.718034812,0.079025443,0.425762797,0.774851643,0.163134115,1.5530667,9.394865,4.103259821,1.543592686,1.333992298,1.411744053,2.028574646,0.84393784
2032,2032,22,0,6.163577778,2.833322,0.69862702,0.102004674,0.376163878,0.390384619,0.112469191,2.5269773,7.532148,2.6165903,2.175389094,1.695382868,1.747312167,2.089466218,0.991669089
1803,1803,67,21,6.155838701,3.499986,1.314872018,0.084376389,0.395354632,0.694060006,0.160965563,1.4895532,8.852776,3.589672098,1.758818093,1.413625921,1.471344236,1.929010213,0.976771092
2939,2939,15,1,6.15022973,5.999976,0.80220935,0.108826021,0.841167343,1.056309717,0.161871091,1.1409738,7.132916,2.803863697,1.025042388,0.961906772,1.022814348,1.440441688,0.859402093
1005,1005,23,25,6.146391237,3.499986,1.1654415,0.101987525,0.465723294,0.443801714,0.114922357,2.4139028,7.515162,3.37954534,1.756118806,1.527739352,1.582972109,2.058872462,0.97685279
2957,2957,15,12,6.145532291,4.16665,0.500547223,0.108742901,0.584143988,0.999157896,0.161871091,1.1409738,7.132916,2.21480536,1.47493365,1.345057837,1.448324669,1.873476496,0.923391506
543,543,69,7,6.143245895,2.999988,0.90767054,0.078338948,0.318285073,0.672070215,0.162591463,1.5692074,9.425475,2.982477375,2.047756823,1.754363818,1.89273479,2.081042835,0.985024708
999,999,23,24,6.140723925,3.999984,1.476174864,0.101893487,0.532255193,0.45427764,0.114922357,2.4139028,7.515162,3.803487041,1.535187122,1.298544443,1.387848756,1.882567325,0.887595768
564,564,69,11,6.137376528,2.666656,1.210914214,0.078264102,0.282920065,0.735179425,0.162591463,1.5692074,9.425475,3.444845322,2.301525404,1.662193128,1.72535796,2.127566396,0.992100303
3000,3000,31,10,6.136139986,4.99998,0.918169317,0.100025497,0.655145923,1.006076576,0.172758481,1.0873302,7.631857,2.999676533,1.227232906,1.211201596,1.230403068,1.771485693,0.941637224
3352,3352,10,4,6.13364708,5.333312,0.928864397,0.127694251,0.849808138,0.82734197,0.146936094,1.1769178,6.2759013,3.017096467,1.150063428,1.129521301,1.160798488,1.589340491,0.926939757
3285,3285,71,23,6.122455595,4.16665,0.977332136,0.078361298,0.443502914,0.705359066,0.163134115,1.5530667,9.394865,3.094810968,1.46939522,1.324734905,1.418733414,1.882553474,0.953329337
2633,2633,25,22,6.116913304,3.833318,0.823273774,0.108122258,0.536951316,0.476829864,0.117715552,2.1597586,7.139042,2.840437111,1.595722897,1.294121685,1.366549295,1.851513436,0.92712942
2966,2966,15,16,6.114979496,6.999972,0.238232913,0.108202281,0.9813619,0.969253321,0.161871091,1.1409738,7.132916,1.527966801,0.873571994,0.870930379,0.752514837,1.455606654,0.860691349
845,845,23,0,6.11283927,3.499986,1.194941253,0.101430795,0.465723294,0.422235471,0.114922357,2.4139028,7.515162,3.422049719,1.746532492,1.283707817,1.276116558,2.008804246,0.934220852
2935,2935,21,36,6.107599443,3.499986,0.943368289,0.102584761,0.470266224,0.413494627,0.111073199,2.5528471,7.442563,3.040560678,1.745035392,1.379052103,1.379052372,1.897627378,0.963614263
2955,2955,15,10,6.091214218,4.333316,0.241718814,0.107781763,0.607509748,0.968985231,0.161871091,1.1409738,7.132916,1.539105056,1.405670442,1.371667954,1.459603228,1.926947852,0.946825733
404,404,28,0,6.089632804,4.499982,1.410684442,0.092370043,0.554825861,0.797677588,0.159366763,1.3731568,8.1106205,3.71815916,1.353257147,1.310221059,1.405086675,1.949390665,0.958656726
483,483,38,8,6.088987745,5.499978,0.70279184,0.092988165,0.682052045,1.207469774,0.201234266,0.85539997,8.0638685,2.624378027,1.107093109,1.079183486,1.104452441,1.458571205,0.973259235
3478,3478,24,0,6.085564862,4.499982,0.960024093,0.110967032,0.646401886,0.431644365,0.115793557,2.163684,6.9615855,3.067284812,1.352353157,1.278914817,1.4173088,1.847028493,0.837163874
2030,2030,22,0,6.084466197,5.333312,0.987565244,0.10069541,0.708073182,0.409454816,0.112469191,2.5269773,7.532148,3.110970812,1.140841975,1.05878845,1.090429238,1.641319818,0.943694202
1513,1513,26,11,6.07477335,4.499982,0.56656588,0.105024933,0.619290736,0.509964941,0.124572287,1.9717437,7.266348,2.356341577,1.349955033,1.190574582,1.316685876,1.919356994,0.808345865
1191,1191,76,5,6.074086402,4.666648,1.30713331,0.090310795,0.565613853,0.370913941,0.12979822,2.1118326,8.25059,3.579092963,1.30159515,1.129759858,1.21164535,1.850574214,0.94846378
3188,3188,20,37,6.070838899,5.166646,1.145777376,0.100622309,0.686841242,0.381904937,0.109169979,2.6779573,7.5223293,3.350913052,1.175005777,1.269137737,1.231772675,1.741758262,0.984791049
604,604,69,19,6.064489095,3.833318,1.417280787,0.077334638,0.406697593,0.733731915,0.162591463,1.5692074,9.425475,3.726842057,1.582046962,1.386506025,1.493671636,2.043810694,0.926989911
3334,3334,30,5,6.060128479,2.999988,0.907743356,0.098361607,0.391475325,0.893451953,0.172589671,1.0941637,7.6632876,2.982597005,2.020050906,1.720683485,1.796073474,2.027219999,0.99628965
2967,2967,15,17,6.052620263,6.66664,0.647671833,0.107098858,0.934630381,1.074145089,0.161871091,1.1409738,7.132916,2.519361817,0.907896671,0.846344881,0.934442489,1.339108628,0.934873618
401,401,79,12,6.048007008,3.999984,1.134812273,0.088868661,0.479923634,0.460676841,0.129385016,2.150559,8.334626,3.334840367,1.5120078,1.157807467,1.136390283,1.724014561,0.990486005
2953,2953,15,10,6.043235719,3.666652,0.527576886,0.106932802,0.51404671,1.044902144,0.161871091,1.1409738,7.132916,2.273819141,1.648161789,1.295645552,1.341180905,1.891575579,0.948512847
573,573,69,14,6.039012626,4.16665,1.504342055,0.077009761,0.442062602,0.767401558,0.162591463,1.5692074,9.425475,3.839603122,1.449368828,1.24211208,1.333909858,1.929139713,0.914259155
982,982,23,21,6.020916987,4.16665,1.125770752,0.099905522,0.554432493,0.447411289,0.114922357,2.4139028,7.515162,3.32152877,1.445025857,1.271001418,1.368917649,1.777338301,0.952989314
1938,1938,73,7,6.016018305,3.833318,1.084649574,0.075512247,0.401030268,0.702358165,0.165174783,1.5447562,9.558675,3.260301494,1.569402357,1.31585112,1.379227516,1.741098487,0.977627071
2876,2876,21,26,6.015808985,3.833318,1.697126736,0.101043025,0.515053484,0.462214151,0.111073199,2.5528471,7.442563,4.078215543,1.569347752,1.311034831,1.36498808,1.995211481,0.97312813
597,597,69,17,6.013348104,3.33332,1.070571484,0.076682486,0.353650081,0.72650656,0.162591463,1.5692074,9.425475,3.239074025,1.804011647,1.404701954,1.458837363,1.941815832,0.990320458
595,595,69,17,5.999333873,4.99998,1.215231997,0.076503776,0.530475122,0.753533364,0.162591463,1.5692074,9.425475,3.450981537,1.199871574,1.111773856,1.158229956,1.784811981,0.884253926
1531,1531,26,15,5.996993444,3.999984,0.737200622,0.10368022,0.550480654,0.529477545,0.124572287,1.9717437,7.266348,2.687855296,1.499254358,1.253582924,1.299899889,1.733240571,0.979463635
2710,2710,21,3,5.995585482,1.499994,0.253533605,0.100703346,0.201542667,0.364676694,0.111073199,2.5528471,7.442563,1.576270704,3.997072976,3.526923817,3.630248332,3.92527813,0.999009761
1373,1373,43,0,5.986365061,3.499986,1.293621238,0.135017327,0.59212855,0.960837605,0.145954782,1.1010137,5.910855,3.560546044,1.710396859,1.408910284,1.482212951,1.983195338,0.948945443
1052,1052,42,0,5.977555764,3.33332,0.867783791,0.135163388,0.564998412,0.767040244,0.135855321,1.2675554,5.899698,2.916210066,1.793273902,1.466144971,1.480404576,1.918642241,0.98381039
2578,2578,25,14,5.977274836,4.16665,1.128439544,0.105654015,0.583642735,0.50088723,0.117715552,2.1597586,7.139042,3.325463506,1.434551699,1.320823999,1.406310851,1.76106486,0.951475357
842,842,23,0,5.976658455,3.499986,1.542033151,0.099171137,0.465723294,0.453217742,0.114922357,2.4139028,7.515162,3.887405931,1.707623532,1.529835781,1.65205735,1.922619213,0.987427618
1813,1813,36,1,5.974077055,3.33332,0.912327173,0.088717028,0.403592977,1.055145044,0.207574516,0.82674474,8.259113,2.990118108,1.792230285,1.664432928,1.708481434,1.970744994,0.995024423
1419,1419,12,6,5.964425077,6.499974,0.901386568,0.126135917,1.048194904,0.786023246,0.147122322,1.1556554,6.201112,2.972135321,0.917607528,0.901994748,0.914141641,1.529214404,0.768173491
1285,1285,66,1,5.962201015,5.333312,0.810366801,0.080465151,0.594324329,0.611350836,0.161581125,1.5013198,8.97374,2.818083507,1.117917162,1.063771194,1.05549972,1.526382118,0.969566332
3259,3259,71,17,5.95138915,3.833318,0.461959273,0.076171819,0.40802268,0.615242971,0.163134115,1.5530667,9.394865,2.127721991,1.55254251,1.317221111,1.427363408,1.88126996,0.986293419
1436,1436,12,13,5.946848837,4.833314,0.988832971,0.125764214,0.77942698,0.86116463,0.147122322,1.1556554,6.201112,3.112966932,1.23038744,1.148382626,1.215232755,1.559195469,0.932744147
147,147,29,2,5.94682162,2.833322,1.059442152,0.095138494,0.365315336,0.805096306,0.174012361,1.0920037,7.7558255,3.222193832,2.098886614,1.477659944,1.31080621,2.219147844,0.954703612
1470,1470,26,4,5.946429073,3.999984,1.37432758,0.102806028,0.550480654,0.572334111,0.124572287,1.9717437,7.266348,3.66993328,1.486613215,1.33574631,1.450429532,1.864621208,0.93851206
843,843,23,0,5.936956709,4.833314,1.48289621,0.098512363,0.643141691,0.448475488,0.114922357,2.4139028,7.515162,3.812136259,1.228340784,1.140299493,1.211949372,1.944213766,0.807411286
1471,1471,26,4,5.932414489,3.666652,1.103565929,0.102563734,0.504607266,0.550195452,0.124572287,1.9717437,7.266348,3.288608537,1.617937696,1.366290523,1.40040977,2.085814264,0.952146227
2321,2321,32,5,5.928071505,4.99998,1.315505467,0.096633763,0.655145923,1.224023582,0.172758481,1.0873302,7.631857,3.59053667,1.185619043,1.112717638,1.167725356,1.885296432,0.809888677
2498,2498,25,2,5.925345612,3.666652,0.867239022,0.104736116,0.513605607,0.484107766,0.117715552,2.1597586,7.139042,2.915294567,1.616009813,1.380110256,1.479415731,2.006989076,0.939087003
519,519,69,2,5.922429484,4.333316,1.073654106,0.075523088,0.459745106,0.681695978,0.162591463,1.5692074,9.425475,3.243733997,1.366719963,1.274004555,1.243189214,1.903067704,0.941545405
2273,2273,16,2,5.916171623,2.666656,1.049012442,0.102838612,0.368632094,1.108353171,0.165021215,1.1175338,7.2339225,3.206294111,2.218573233,1.945822228,2.021401494,2.131861529,0.999774291
1374,1374,43,0,5.915773517,4.333316,1.123776532,0.133425195,0.733111538,0.91706587,0.145954782,1.1010137,5.910855,3.318585544,1.365183965,1.211026506,1.298861784,1.828274728,0.913167492
